date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:14:52	58465/58465	---M--	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2015:33:28%20GMT	https://html.designingmedia.com/autorix/index.html	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/index.html	(from )
11:14:52	677/677	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2007%20Nov%202024%2003:14:52%20GMT	https://html.designingmedia.com/robots.txt		(from )
11:14:53	6198/6198	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/apple-icon-57x57.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/apple-icon-57x57.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:53	6741/6741	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/apple-icon-60x60.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/apple-icon-60x60.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:53	8755/8755	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/apple-icon-72x72.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/apple-icon-72x72.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:54	9510/9510	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/apple-icon-76x76.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/apple-icon-76x76.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:55	17267/17267	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/apple-icon-114x114.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/apple-icon-114x114.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:55	18600/18600	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/apple-icon-120x120.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/apple-icon-120x120.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:55	24258/24258	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/apple-icon-144x144.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/apple-icon-144x144.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:55	26091/26091	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/apple-icon-152x152.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/apple-icon-152x152.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:56	33151/33151	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/apple-icon-180x180.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/apple-icon-180x180.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:56	35088/35088	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/android-icon-192x192.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/android-icon-192x192.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:56	2808/2808	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/favicon-32x32.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/favicon-32x32.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:56	13383/13383	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/favicon-96x96.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/favicon-96x96.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:57	1134/1134	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/favicon-16x16.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/favicon-16x16.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:57	24258/24258	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2010:35:56%20GMT	https://html.designingmedia.com/autorix/assets/images/favicons/ms-icon-144x144.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/favicons/ms-icon-144x144.png	(from https://html.designingmedia.com/autorix/index.html)
11:14:58	80695/80695	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Oct%202022%2018:01:06%20GMT	https://html.designingmedia.com/autorix/assets/css/style.css	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/css/style.css	(from https://html.designingmedia.com/autorix/index.html)
11:14:58	160316/160316	---M--	200	added ('OK')	text/css	date:Wed,%2001%20Jun%202022%2014:17:14%20GMT	https://html.designingmedia.com/autorix/assets/css/bootstrap.min.css	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/css/bootstrap.min.css	(from https://html.designingmedia.com/autorix/index.html)
11:14:59	79759/79759	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Oct%202022%2014:03:28%20GMT	https://html.designingmedia.com/autorix/assets/css/mobile.css	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/css/mobile.css	(from https://html.designingmedia.com/autorix/index.html)
11:14:59	55967/55967	---M-Z	200	added ('OK')	text/css	etag:%225eb03e60-da9f%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.9.0/css/all.min.css	W:/xampp/htdocs/PROJECTS/bulsu/clone/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.9.0/css/all.min.css	(from https://html.designingmedia.com/autorix/index.html)
11:14:59	100782/100782	---M-Z	200	added ('OK')	text/css	etag:%22623a082a-4ef8%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.1.1/css/all.min.css	W:/xampp/htdocs/PROJECTS/bulsu/clone/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.1.1/css/all.min.css	(from https://html.designingmedia.com/autorix/index.html)
11:15:00	101709/101709	---M-Z	200	added ('OK')	text/css	etag:%2262deef96-4fa2%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.1.2/css/all.min.css	W:/xampp/htdocs/PROJECTS/bulsu/clone/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.1.2/css/all.min.css	(from https://html.designingmedia.com/autorix/index.html)
11:15:00	26053/26053	---MCZ	200	added ('OK')	text/css	etag:W/%2265c5-BVfTdFS2f0LyyxAeV+UHD7EZNXA%22	https://unpkg.com/aos@2.3.1/dist/aos.css	W:/xampp/htdocs/PROJECTS/bulsu/clone/unpkg.com/aos@2.3.1/dist/aos.css	(from https://html.designingmedia.com/autorix/index.html)
11:15:01	3351/3351	---M--	200	added ('OK')	text/css	date:Tue,%2004%20Oct%202022%2020:13:44%20GMT	https://html.designingmedia.com/autorix/assets/css/owl.carousel.min.css	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/css/owl.carousel.min.css	(from https://html.designingmedia.com/autorix/index.html)
11:15:01	1013/1013	---M--	200	added ('OK')	text/css	date:Tue,%2004%20Oct%202022%2020:13:52%20GMT	https://html.designingmedia.com/autorix/assets/css/owl.theme.default.min.css	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/css/owl.theme.default.min.css	(from https://html.designingmedia.com/autorix/index.html)
11:15:01	3291/3291	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Sep%202022%2015:05:30%20GMT	https://html.designingmedia.com/autorix/assets/images/autorix-logo.png	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/assets/images/autorix-logo.png	(from https://html.designingmedia.com/autorix/index.html)
11:15:02	26995/26995	---M--	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2016:11:52%20GMT	https://html.designingmedia.com/autorix/aboutus.html	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/aboutus.html	(from https://html.designingmedia.com/autorix/index.html)
11:15:02	28280/28280	---M--	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2016:13:34%20GMT	https://html.designingmedia.com/autorix/services.html	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/services.html	(from https://html.designingmedia.com/autorix/index.html)
11:15:03	26717/26717	---M--	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2016:14:22%20GMT	https://html.designingmedia.com/autorix/projects.html	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/projects.html	(from https://html.designingmedia.com/autorix/index.html)
11:15:03	19960/19960	---M--	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2016:14:50%20GMT	https://html.designingmedia.com/autorix/cart.html	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/cart.html	(from https://html.designingmedia.com/autorix/index.html)
11:15:03	22105/22105	---M--	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2016:15:18%20GMT	https://html.designingmedia.com/autorix/checkout.html	W:/xampp/htdocs/PROJECTS/bulsu/clone/html.designingmedia.com/autorix/checkout.html	(from https://html.designingmedia.com/autorix/index.html)
